Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
2025-07-17,621.1574096679688,621.5135103761386,617.3397251475282,617.5573456006476,68885700,621.1574096679688,621.1574096679688,621.1574096679688
2025-07-18,620.7024536132812,622.5716954836944,619.5947323692288,622.4035753929759,65621600,621.1140805199033,621.1395682540594,621.1528827420515
2025-07-21,621.87939453125,624.6189973413707,621.4541141003111,621.87939453125,63375000,621.1869675686029,621.1685810492434,621.1601117150784
2025-07-22,621.9684448242188,622.828905853138,619.3277216791315,622.2058050575365,60046300,621.2613939738997,621.1999482561051,621.1681548305922
2025-07-23,627.259765625,627.259765625,622.8288205336723,624.6288825447934,70511000,621.8326674644807,621.4375881529246,621.2287678733227
2025-07-24,627.4674682617188,629.1785504969665,627.0421878119985,627.6454884244192,71307100,622.3693151594557,621.674054039544,621.2908444941028
2025-07-25,630.1181030273438,630.5928838363332,627.8829206987424,628.1301809903662,56865400,623.1072949563974,622.0051932155362,621.3786779123441
2025-07-28,629.9598999023438,631.0478210681617,628.5752180855901,630.4939604147171,54917100,623.7599239988685,622.3171424973718,621.4640632057769
2025-07-29,628.2982788085938,631.6708825055948,627.3883778702398,631.3543820995848,60556300,624.1921482664613,622.5516968625178,621.5320653510786
2025-07-30,627.5070190429688,630.6917023127537,624.6189756546709,628.9509803708415,80418900,624.5078502451763,622.7460232225355,621.5915176266199
2025-07-31,625.153076171875,632.8378839877031,623.8574348268075,632.4522038612699,103385200,624.5693003334333,622.840417455843,621.626956020105
2025-08-01,614.9065551757812,619.475980234049,612.5031927364548,619.436379958757,140103600,623.6490388898474,622.5292856017229,621.5600863599625
2025-08-04,624.2530517578125,624.3024917393647,618.7243458354196,618.813325728958,73218000,623.7065639248916,622.5968842745108,621.586882035563
2025-08-05,621.088134765625,625.6773001361546,620.1683337507773,624.866279158634,68051400,623.4571897192471,622.5377176271036,621.5819193761606
2025-08-06,625.8455200195312,626.4982606508958,621.2464542892866,622.1563552914652,64357500,623.6846497478457,622.6674353679831,621.6243432631594
2025-08-07,625.3212890625,629.9994345491891,622.2156852544556,629.2675537310744,74205800,623.8405201587652,622.7715080618858,621.6611287935012
2025-08-08,630.1972045898438,630.6620853000642,626.7949007710238,627.1114011688534,64051600,624.4459186760108,623.0627118472959,621.7460648710768
2025-08-11,628.9509887695312,631.9478122276477,627.7047873460086,630.474150672182,58742300,624.8749729706319,623.2936246677757,621.817755656136
2025-08-12,635.6467895507812,635.8050095563038,629.8114232578196,631.2949848204768,64730800,625.9008602639796,623.7780625063249,621.9553579834459
2025-08-13,637.82275390625,639.10849531226,635.6369512596368,637.8424936799373,60092800,627.0362787061006,624.3288347180867,622.1132425199912
2025-08-14,637.882080078125,638.5447207235369,635.300697252298,635.7457174616427,59327500,628.0692121701029,624.8603345361274,622.2701463762911
2025-08-15,636.388671875,639.0096552004113,635.4787708739423,638.9107148606824,68592500,628.8615416658073,625.3124261964754,622.4106292170743
2025-08-18,636.2501831054688,636.9425240091701,635.1424618060598,635.8150025688236,43804900,629.5652218029179,625.7413578399653,622.548336220939
2025-08-19,632.7984008789062,637.0512656505922,631.4829592777961,636.0721245937336,69750700,629.8731436196787,626.0181046258061,622.6503269140532
2025-08-20,631.1170654296875,632.6500672159099,626.0136394005863,632.3929672116759,88890300,629.9916123634891,626.2180638730172,622.7345730684376
2025-08-21,628.5850830078125,630.9785456585483,626.864161086776,629.3071240874224,54805800,629.857657186758,626.310888152813,622.7927870976852
2025-08-22,638.2380981445312,639.4150594466402,630.2664294390896,630.7708500494616,84083200,630.6557944208316,626.7786218779786,622.9464717847185
2025-08-25,635.4292602539062,638.218363635622,635.3105801411765,636.9820621561176,51274300,631.1104102144578,627.1178625986032,623.0706786351582
2025-08-26,638.0897216796875,638.4359222802034,634.5390979794016,635.1621986940528,51581600,631.7751065444797,627.5481315821752,623.2201218495316
