week,fetched_at_sgt,ticker,code,name,category,market_date,close,previous_close,change_1d,return_1d_pct,close_5_sessions_ago,return_5d_pct,currency,exchange,source,source_url,status,error
2026-W36,2026-09-05T08:16:05+08:00,^GSPC,SPX,S&P 500 Index,Index,2026-09-04,7718.6001,7747.7100,-29.1099,-0.3757,7711.7598,0.0887,USD,SNP,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5EGSPC?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,^NDX,NDX,Nasdaq 100 Index,Index,2026-09-04,29544.1543,29482.3203,61.8340,0.2097,29433.4297,0.3762,USD,NIM,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5ENDX?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,IWM,IWM,Russell 2000 ETF,Index ETF,2026-09-03,295.1900,294.0100,1.1800,0.4013,299.8100,-1.5410,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/IWM?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLK,XLK,Technology Select Sector SPDR,Sector ETF,2026-09-03,185.9700,183.6000,2.3700,1.2908,188.6100,-1.3997,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLK?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLV,XLV,Health Care Select Sector SPDR,Sector ETF,2026-09-03,173.2600,172.9500,0.3100,0.1792,171.5800,0.9791,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLV?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLF,XLF,Financial Select Sector SPDR,Sector ETF,2026-09-03,58.5600,57.6600,0.9000,1.5609,57.8800,1.1748,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLF?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLY,XLY,Consumer Discretionary Select Sector SPDR,Sector ETF,2026-09-03,116.4600,114.8600,1.6000,1.3930,115.8800,0.5005,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLY?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLC,XLC,Communication Services Select Sector SPDR,Sector ETF,2026-09-03,113.3800,112.4200,0.9600,0.8539,111.4100,1.7682,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLC?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLI,XLI,Industrial Select Sector SPDR,Sector ETF,2026-09-03,174.5600,172.7800,1.7800,1.0302,178.8000,-2.3714,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLI?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLP,XLP,Consumer Staples Select Sector SPDR,Sector ETF,2026-09-03,85.2600,85.5300,-0.2700,-0.3157,85.0800,0.2116,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLP?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLE,XLE,Energy Select Sector SPDR,Sector ETF,2026-09-03,64.6200,65.1000,-0.4800,-0.7373,62.2900,3.7406,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLE?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLB,XLB,Materials Select Sector SPDR,Sector ETF,2026-09-03,52.6200,52.9500,-0.3300,-0.6232,53.2300,-1.1460,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLB?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLRE,XLRE,Real Estate Select Sector SPDR,Sector ETF,2026-09-03,44.2500,43.7300,0.5200,1.1891,44.6600,-0.9180,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLRE?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W36,2026-09-05T08:16:05+08:00,XLU,XLU,Utilities Select Sector SPDR,Sector ETF,2026-09-03,43.0300,42.6700,0.3600,0.8437,43.1800,-0.3474,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLU?period1=1784678400&period2=1788739200&interval=1d&events=history&includeAdjustedClose=true,ok,
