week,fetched_at_sgt,ticker,code,name,category,market_date,close,previous_close,change_1d,return_1d_pct,close_5_sessions_ago,return_5d_pct,currency,exchange,source,source_url,status,error
2026-W34,2026-08-22T06:50:10+08:00,^GSPC,SPX,S&P 500 Index,Index,2026-08-21,7674.3701,7641.1602,33.2100,0.4346,7785.7598,-1.4307,USD,SNP,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5EGSPC?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,^NDX,NDX,Nasdaq 100 Index,Index,2026-08-21,29308.8594,29213.1602,95.6992,0.3276,30046.1406,-2.4538,USD,NIM,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5ENDX?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,IWM,IWM,Russell 2000 ETF,Index ETF,2026-08-21,299.9600,297.6700,2.2900,0.7693,305.0900,-1.6815,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/IWM?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLK,XLK,Technology Select Sector SPDR,Sector ETF,2026-08-21,183.3100,183.1000,0.2100,0.1147,190.0100,-3.5261,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLK?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLV,XLV,Health Care Select Sector SPDR,Sector ETF,2026-08-21,174.6200,172.3900,2.2300,1.2936,167.3700,4.3317,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLV?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLF,XLF,Financial Select Sector SPDR,Sector ETF,2026-08-21,57.4800,56.9500,0.5300,0.9306,58.1600,-1.1692,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLF?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLY,XLY,Consumer Discretionary Select Sector SPDR,Sector ETF,2026-08-21,118.0200,116.6800,1.3400,1.1484,118.2000,-0.1523,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLY?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLC,XLC,Communication Services Select Sector SPDR,Sector ETF,2026-08-21,111.4000,110.6800,0.7200,0.6505,112.9500,-1.3723,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLC?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLI,XLI,Industrial Select Sector SPDR,Sector ETF,2026-08-21,180.2500,179.7700,0.4800,0.2670,186.5100,-3.3564,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLI?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLP,XLP,Consumer Staples Select Sector SPDR,Sector ETF,2026-08-21,85.9900,85.3200,0.6700,0.7853,86.0900,-0.1162,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLP?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLE,XLE,Energy Select Sector SPDR,Sector ETF,2026-08-21,63.6400,63.7500,-0.1100,-0.1725,61.9100,2.7944,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLE?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLB,XLB,Materials Select Sector SPDR,Sector ETF,2026-08-21,53.5400,52.4200,1.1200,2.1366,52.5400,1.9033,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLB?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLRE,XLRE,Real Estate Select Sector SPDR,Sector ETF,2026-08-21,45.0800,45.0800,0.0000,0.0000,45.2700,-0.4197,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLRE?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W34,2026-08-22T06:50:10+08:00,XLU,XLU,Utilities Select Sector SPDR,Sector ETF,2026-08-21,42.7700,43.7700,-1.0000,-2.2847,44.3100,-3.4755,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLU?period1=1783468800&period2=1787529600&interval=1d&events=history&includeAdjustedClose=true,ok,
