week,fetched_at_sgt,ticker,code,name,category,market_date,close,previous_close,change_1d,return_1d_pct,close_5_sessions_ago,return_5d_pct,currency,exchange,source,source_url,status,error
2026-W38,2026-09-19T08:28:52+08:00,^GSPC,SPX,S&P 500 Index,Index,2026-09-18,7650.5000,7637.7598,12.7402,0.1668,7656.9800,-0.0846,USD,SNP,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5EGSPC?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,^NDX,NDX,Nasdaq 100 Index,Index,2026-09-18,29644.1680,29446.9805,197.1875,0.6696,29368.4395,0.9389,USD,NIM,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5ENDX?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,IWM,IWM,Russell 2000 ETF,Index ETF,2026-09-17,285.4300,283.9200,1.5100,0.5318,286.9506,-0.5299,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/IWM?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLK,XLK,Technology Select Sector SPDR,Sector ETF,2026-09-17,188.0600,183.9300,4.1300,2.2454,185.2200,1.5333,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLK?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLV,XLV,Health Care Select Sector SPDR,Sector ETF,2026-09-17,168.8100,167.7700,1.0400,0.6199,165.6600,1.9015,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLV?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLF,XLF,Financial Select Sector SPDR,Sector ETF,2026-09-17,55.8800,55.9300,-0.0500,-0.0894,56.8700,-1.7408,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLF?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLY,XLY,Consumer Discretionary Select Sector SPDR,Sector ETF,2026-09-17,111.3900,110.1800,1.2100,1.0982,111.9600,-0.5091,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLY?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLC,XLC,Communication Services Select Sector SPDR,Sector ETF,2026-09-17,112.3500,113.0000,-0.6500,-0.5752,111.5000,0.7623,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLC?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLI,XLI,Industrial Select Sector SPDR,Sector ETF,2026-09-17,169.0100,168.7100,0.3000,0.1778,170.5500,-0.9030,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLI?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLP,XLP,Consumer Staples Select Sector SPDR,Sector ETF,2026-09-17,83.4900,83.3300,0.1600,0.1920,83.0900,0.4814,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLP?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLE,XLE,Energy Select Sector SPDR,Sector ETF,2026-09-17,64.4800,64.0300,0.4500,0.7028,64.9300,-0.6930,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLE?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLB,XLB,Materials Select Sector SPDR,Sector ETF,2026-09-17,50.7100,50.3600,0.3500,0.6950,50.7600,-0.0985,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLB?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLRE,XLRE,Real Estate Select Sector SPDR,Sector ETF,2026-09-17,42.9400,42.8100,0.1300,0.3037,43.0500,-0.2555,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLRE?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W38,2026-09-19T08:28:52+08:00,XLU,XLU,Utilities Select Sector SPDR,Sector ETF,2026-09-17,41.6900,41.3200,0.3700,0.8954,42.5200,-1.9520,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLU?period1=1785888000&period2=1789948800&interval=1d&events=history&includeAdjustedClose=true,ok,
