Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
Ticker,XLF,XLF,XLF,XLF,XLF,,,
Date,,,,,,,,
2025-06-20,49.59416961669922,49.81082525059905,49.45629921573994,49.60401589247345,44456100,49.59416961669922,49.59416961669922,49.59416961669922
2025-06-23,50.218692779541016,50.23845659004703,49.25028868211499,49.60602973210035,43022700,49.65364801316034,49.618660721124385,49.60038377752352
2025-06-24,50.96969985961914,51.15745039535616,50.6732464869506,50.71277410591457,41225000,49.77898628425166,49.67164264812418,49.614008813166265
2025-06-25,50.80171203613281,50.9894625817461,50.6930129630446,50.979582561266,33123900,49.87638873681177,49.71595909471275,49.62582675568335
2025-06-26,51.177215576171875,51.21674319619502,50.80171072507468,50.83135455531137,37866000,50.00027700722702,49.77326327045625,49.64126346036483
2025-06-27,51.325435638427734,51.612005213293486,51.08827747061968,51.137685108116266,38954100,50.126482591150896,49.83413277508258,49.65802139248487
2025-06-30,51.75035095214844,51.81952240236,51.52307279151596,51.56260041151152,42472900,50.28113672076971,49.90927858594791,49.67884059208352
2025-07-01,52.036922454833984,52.145621529035175,51.592246137447944,51.621893738314654,33844800,50.44835440972821,49.99271560041403,49.70230409320542
2025-07-02,51.99739456176758,52.13573746655136,51.72070875220002,52.125857446021705,40791100,50.59588204325577,50.07133046164358,49.725140814285645
2025-07-03,52.56064987182617,52.63970511416,52.07644970599649,52.12585734767442,25904800,50.783002788833905,50.168950830670354,49.75335483475869
2025-07-07,52.05668258666992,52.6199379590327,51.79975683497671,52.50135887263033,34049000,50.90430562672305,50.242979526984065,49.77627351885731
2025-07-08,51.59224319458008,51.97762805781146,51.56259936496574,51.93810420817942,53715000,50.96982349032848,50.295891827674104,49.794342868864504
2025-07-09,51.779998779296875,51.87881406015836,51.52307301775889,51.85905025007379,36634900,51.046983041658805,50.35409210028676,49.81410063911757
2025-07-10,52.08633041381836,52.13573805614825,51.66141790457064,51.66141790457064,27992600,51.145968505674,50.42202301454291,49.836709890607125
2025-07-11,51.54283905029297,51.789881032660084,51.46378757610747,51.74047339009896,30289900,51.18376570039962,50.465976584572324,49.85368630015624
2025-07-14,51.92822265625,51.95787025670313,51.40449487283532,51.53295775596848,27636500,51.254666362861556,50.523319567775374,49.87432845295319
2025-07-15,51.038875579833984,51.82940917747264,51.038875579833984,51.72071010100454,47704600,51.23411485971607,50.54353745060121,49.885915986554
2025-07-16,51.39461135864258,51.444022769809166,50.72266064760179,51.3155598859866,46726500,51.24940024056621,50.576912897975376,49.900927880803636
2025-07-17,51.888694763183594,51.97763002495369,51.19698024892881,51.256267910401284,48213900,51.310285433196434,50.62835532406197,49.920706655752696
2025-07-18,51.91834259033203,52.0270416629217,51.809643517742366,51.957870211193985,29791300,51.36819563863792,50.67894305999413,49.94058363022612
2025-07-21,51.77011489868164,52.31360648158931,51.75035108863174,51.947985419569434,36871400,51.40647366340399,50.72173411249168,49.95878792145454
2025-07-22,52.05668258666992,52.12585403453474,51.84916824307547,51.87881207228576,32289100,51.46839832276265,50.7740850330477,49.979662495237775
2025-07-23,52.47171401977539,52.47171401977539,51.938106218259676,52.17526440347524,32111300,51.56395219866863,50.84065871880172,50.00445902782024
2025-07-24,52.44207000732422,52.80769107384231,52.382778576445055,52.491477648276174,32371900,51.64758246615964,50.90345916148888,50.0287138634372
2025-07-25,52.80768966674805,52.857101075944776,52.3630171404677,52.471712439841184,28964700,51.75806886621568,50.97813486757748,50.05636536396765
2025-07-28,52.44207000732422,52.80769107384231,52.33337093549311,52.74840341252452,29119300,51.82321183203554,51.035544088744025,50.08010371862792
2025-07-29,52.17526626586914,52.6693502338595,52.056687169028685,52.61994259097276,37883200,51.85674082573398,51.080239076082265,50.100951107157684
2025-07-30,52.076446533203125,52.402539964059116,51.819520780832995,52.15549800115926,37260100,51.877665178826284,51.11930603518504,50.12060777806361
2025-07-31,51.75035095214844,52.36301775339562,51.651535671720865,51.85905002235556,46179400,51.86554001438078,51.1440528946738,50.136824128054506
2025-08-01,50.791831970214844,51.147569250601556,50.445970940737986,51.10804539915509,63060800,51.76328210541259,51.1302403094009,50.14334161902128
2025-08-04,51.29579544067383,51.29579544067383,50.88076673285251,50.98946203521425,40053100,51.718759565913665,51.13673266749003,50.15480882122678
2025-08-05,51.088279724121094,51.473664590979325,50.75230249693882,51.43413697141405,33551000,51.65871386669532,51.1348325520638,50.16409708891727
2025-08-06,51.335323333740234,51.41437480583753,51.04875373706956,51.196980430398916,34198700,51.62791476831865,51.14269493565896,50.17575108140308
2025-08-07,50.76218032836914,51.63176907350529,50.61395741573211,51.56259762702912,43119400,51.54546386927584,51.127772794196616,50.181586198288315
2025-08-08,51.23650360107422,51.355086461987085,50.89064634731506,51.058633079266265,39484400,51.51603908182807,51.132036747407504,50.192082888863304
2025-08-11,51.216739654541016,51.41437020186786,51.10804059177461,51.345198756391255,29351200,51.487534374467394,51.13535843004019,50.20227847857154
2025-08-12,51.83928680419922,51.928222065423924,51.4242580981915,51.43413811852253,37510000,51.521034605870426,51.16296346432094,50.21856711862755
2025-08-13,52.13573455810547,52.283961244711364,51.86893255351282,52.03691928007569,41154900,51.57957745846424,51.20111135035171,50.23764341155768
2025-08-14,52.38277816772461,52.422305788002305,51.90845803307633,52.0863285547646,35841500,51.65607276410809,51.24745122554281,50.25898803599715
2025-08-15,51.83928680419922,52.53100508377344,51.79975918375238,52.50136125321899,46108500,51.67352172030724,51.270660463921494,50.27471240184991
2025-08-18,51.878814697265625,51.938106128247455,51.671300343171296,51.77011562524629,25405100,51.69307343239852,51.29450964954283,50.290673618719715
2025-08-19,51.977630615234375,52.24443640357464,51.829407690308514,51.829407690308514,24870800,51.72017411647813,51.32129870702093,50.30745926047608
2025-08-20,52.24443435668945,52.38277725569136,51.88869331950669,52.01715619839186,39138800,51.770103663164925,51.357500105047144,50.326732644518
2025-08-21,52.076446533203125,52.175261810538586,51.730585523406596,52.09621034258246,29037000,51.79927917459714,51.38569408262189,50.34414273296263
2025-08-22,52.936153411865234,53.04485248257909,52.32349037732324,52.34325418741315,47249800,51.90755291147981,51.446496409258884,50.36993388399649
2025-08-25,52.62982177734375,52.94603897984094,52.61006173615155,52.83733990547651,24756500,51.97634042251447,51.492901325654366,50.39242033069646
2025-08-26,53.03496551513672,53.054729324042476,52.47171015478657,52.47171015478657,27907000,52.077161859907065,51.55337443112426,50.418714312631195
2025-08-27,53.1436653137207,53.30177201759049,52.87685954414773,52.90650714269661,39530100,52.17873361741313,51.61573877946138,50.445828252940544
2025-08-28,53.21284103393555,53.27213246623312,53.06461810753382,53.25236865546726,28837300,52.27722003803431,51.67837024042115,50.47336071842308
2025-08-29,53.3511848449707,53.49940776341462,53.163430537555975,53.26224958607985,36062400,52.37950240059968,51.74397081314859,50.50199578435888
2025-09-02,52.95591354370117,53.06461260686493,52.49147346275098,53.06461260686493,38733100,52.434398699942676,51.791497979052615,50.52641287649164
2025-09-03,52.866981506347656,52.96579678638547,52.50136044673419,52.866981506347656,36420100,52.47559706245744,51.833673803652424,50.549702116589714
2025-09-04,53.42035675048828,53.44012056036188,52.936152832488254,53.05473192216857,32730000,52.56557417560323,51.89589666431266,50.57826584429019
2025-09-05,52.44207000732422,53.608108427684854,52.244435673955046,53.469765525194845,58377100,52.55381187386237,51.91731522678371,50.59681115934526
2025-09-08,52.481597900390625,52.54088556201623,52.21479211439121,52.46183408999496,49490900,52.54693435257935,51.93944395908202,50.61556525627108
2025-09-09,52.70887756347656,52.95591954610074,52.3333726944106,52.353136505367914,38884500,52.56235751552194,51.96961782592102,50.63639423445224
2025-09-10,52.531005859375,52.76816781599628,52.303727692792044,52.540885879851906,32915900,52.559371643507944,51.99163304291921,50.65524609141665
2025-09-11,53.390708923339844,53.43023654291858,52.55076773987878,52.560647759992825,36635400,52.63854662253956,52.046498763720024,50.68246462705768
2025-09-12,53.16343307495117,53.4302388643579,53.0744978118156,53.321539790574256,25705900,52.68853580848352,52.0903001092585,50.707150880270554
2025-09-15,53.04485321044922,53.450001898948486,52.985561779365895,53.25236756489878,31922000,52.72247079914692,52.127733564207155,50.73041159997383
2025-09-16,52.926273345947266,53.034968647006025,52.639703754232706,52.97568098634876,28482500,52.74188056550886,52.1590488497656,50.75226097058053
2025-09-17,53.44012451171875,53.687166499063096,53.01521199192155,53.034972033694906,47976100,52.80837998895742,52.20928711101867,50.77900588143763
2025-09-18,53.48952865600586,53.85514971787943,53.35118575527323,53.469764845963866,36609100,52.87325129058108,52.25949266180248,50.80597625730398
2025-09-19,53.60810852050781,53.766215233564644,53.282011304449824,53.61798854089076,46731400,52.94323769343124,52.3123795582223,50.83385817037069
2025-09-22,53.53672409057617,53.596210701075,53.17981199152375,53.23929860202258,32393000,52.99976020744504,52.360393069295,50.860752358631444
2025-09-23,53.29878234863281,54.022522885272494,53.16990036328741,53.487154727472046,28698900,53.02823850660578,52.397192648876874,50.885011363507076
2025-09-24,53.15007019042969,53.49706596088837,53.041013296294025,53.368183978701,23893400,53.03984152411282,52.426717258349534,50.90754926228243
2025-09-25,53.01127243041992,53.2492113092034,52.7832460957648,53.01127243041992,24757500,53.03712065804683,52.44964099058759,50.92848183111962
2025-09-26,53.397926330566406,53.63586521106831,53.179812538464404,53.24921169377498,30686100,53.0714831030487,52.486828650978914,50.95305341817879
2025-09-29,53.665611267089844,53.68544013777762,53.27895774360407,53.57638323998002,20713800,53.12806673771928,52.53305542023817,50.98004404354109
2025-09-30,53.407840728759766,53.774669170387234,52.96170058486855,53.596213112830746,32442200,53.15471187972314,52.5673607264547,51.00420122448854
2025-10-01,52.93195724487305,53.298781891193805,52.9121283745354,53.15007103661689,33210100,53.13349715259456,52.58165862913777,51.02338287643266
2025-10-02,52.892303466796875,53.021189242662345,52.60479428028703,52.85264950512108,32443400,53.11052632537573,52.59384077963421,51.041979101212405
2025-10-03,53.25912857055664,53.50698377979121,52.922045334718796,52.96169929389886,32111600,53.124678920154864,52.619930496925285,51.0640402899621
2025-10-06,53.23929977416992,53.606124425396565,52.842729926053835,53.46732611314704,32001300,53.13559519196583,52.64421948818978,51.08568466293929
2025-10-07,53.30870056152344,53.586297194516845,53.06084534435919,53.417757462190984,31250500,53.15208141763798,52.67027756949699,51.107804224119235
2025-10-08,53.05093002319336,53.48715763413095,52.882390287673324,53.467328762545556,26848700,53.142447951500394,52.685205116700764,51.12713880918465
2025-10-09,52.8625602722168,53.34835816062063,52.73367450068591,53.16990210218415,33922400,53.11579198204481,52.69216022083865,51.1444066844387
2025-10-10,51.7125129699707,53.21947316200309,51.7125129699707,53.00135935808627,73596200,52.98214636184728,52.65374268158893,51.150059483299714
2025-10-13,52.20822525024414,52.366852445418864,51.89097085989471,52.09916834444203,39651900,52.908439589313645,52.63627140977149,51.160588495906126
