week,fetched_at_sgt,ticker,code,name,category,market_date,close,previous_close,change_1d,return_1d_pct,close_5_sessions_ago,return_5d_pct,currency,exchange,source,source_url,status,error
2026-W35,2026-08-29T11:48:08+08:00,^GSPC,SPX,S&P 500 Index,Index,2026-08-28,7711.7598,7730.9902,-19.2305,-0.2487,7674.3701,0.4872,USD,SNP,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5EGSPC?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,^NDX,NDX,Nasdaq 100 Index,Index,2026-08-28,29433.4277,29641.5605,-208.1328,-0.7022,29308.8594,0.4250,USD,NIM,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5ENDX?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,IWM,IWM,Russell 2000 ETF,Index ETF,2026-08-28,295.7500,299.8100,-4.0600,-1.3542,299.9600,-1.4035,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/IWM?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLK,XLK,Technology Select Sector SPDR,Sector ETF,2026-08-28,185.6900,188.6100,-2.9200,-1.5482,183.3100,1.2983,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLK?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLV,XLV,Health Care Select Sector SPDR,Sector ETF,2026-08-28,171.1600,171.5800,-0.4200,-0.2448,174.6200,-1.9814,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLV?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLF,XLF,Financial Select Sector SPDR,Sector ETF,2026-08-28,58.1000,57.8800,0.2200,0.3801,57.4800,1.0786,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLF?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLY,XLY,Consumer Discretionary Select Sector SPDR,Sector ETF,2026-08-28,117.2100,115.8800,1.3300,1.1477,118.0200,-0.6863,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLY?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLC,XLC,Communication Services Select Sector SPDR,Sector ETF,2026-08-28,112.9900,111.4100,1.5800,1.4182,111.4000,1.4273,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLC?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLI,XLI,Industrial Select Sector SPDR,Sector ETF,2026-08-28,177.1400,178.8000,-1.6600,-0.9284,180.2500,-1.7254,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLI?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLP,XLP,Consumer Staples Select Sector SPDR,Sector ETF,2026-08-28,85.4500,85.0800,0.3700,0.4349,85.9900,-0.6280,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLP?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLE,XLE,Energy Select Sector SPDR,Sector ETF,2026-08-28,62.6800,62.2900,0.3900,0.6261,63.6400,-1.5085,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLE?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLB,XLB,Materials Select Sector SPDR,Sector ETF,2026-08-28,53.1800,53.2300,-0.0500,-0.0939,53.5400,-0.6724,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLB?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLRE,XLRE,Real Estate Select Sector SPDR,Sector ETF,2026-08-28,44.4800,44.6600,-0.1800,-0.4030,45.0800,-1.3310,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLRE?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W35,2026-08-29T11:48:08+08:00,XLU,XLU,Utilities Select Sector SPDR,Sector ETF,2026-08-28,42.7300,43.1800,-0.4500,-1.0422,42.7700,-0.0935,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLU?period1=1784073600&period2=1788134400&interval=1d&events=history&includeAdjustedClose=true,ok,
