week,fetched_at_sgt,ticker,code,name,category,market_date,close,previous_close,change_1d,return_1d_pct,close_5_sessions_ago,return_5d_pct,currency,exchange,source,source_url,status,error
2026-W39,2026-09-26T08:45:37+08:00,^GSPC,SPX,S&P 500 Index,Index,2026-09-25,7743.4102,7704.1299,39.2803,0.5099,7650.5000,1.2144,USD,SNP,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5EGSPC?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,^NDX,NDX,Nasdaq 100 Index,Index,2026-09-25,30608.1348,30478.8594,129.2754,0.4241,29644.1699,3.2518,USD,NIM,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/%5ENDX?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,IWM,IWM,Russell 2000 ETF,Index ETF,2026-09-24,281.6600,281.9200,-0.2600,-0.0922,285.4300,-1.3208,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/IWM?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLK,XLK,Technology Select Sector SPDR,Sector ETF,2026-09-24,194.7100,195.3400,-0.6300,-0.3225,187.8408,3.6569,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLK?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLV,XLV,Health Care Select Sector SPDR,Sector ETF,2026-09-24,169.8700,168.8000,1.0700,0.6339,168.1664,1.0130,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLV?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLF,XLF,Financial Select Sector SPDR,Sector ETF,2026-09-24,54.5300,54.5400,-0.0100,-0.0183,55.6829,-2.0705,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLF?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLY,XLY,Consumer Discretionary Select Sector SPDR,Sector ETF,2026-09-24,110.3200,110.6500,-0.3300,-0.2982,111.1452,-0.7425,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLY?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLC,XLC,Communication Services Select Sector SPDR,Sector ETF,2026-09-24,113.9900,112.5600,1.4300,1.2704,111.9809,1.7941,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLC?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLI,XLI,Industrial Select Sector SPDR,Sector ETF,2026-09-24,168.8300,170.1000,-1.2700,-0.7466,168.5570,0.1620,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLI?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLP,XLP,Consumer Staples Select Sector SPDR,Sector ETF,2026-09-24,81.7000,82.4300,-0.7300,-0.8856,82.9445,-1.5004,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLP?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLE,XLE,Energy Select Sector SPDR,Sector ETF,2026-09-24,62.6000,62.3700,0.2300,0.3688,64.0990,-2.3386,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLE?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLB,XLB,Materials Select Sector SPDR,Sector ETF,2026-09-24,49.6800,50.2800,-0.6000,-1.1933,50.4777,-1.5803,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLB?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLRE,XLRE,Real Estate Select Sector SPDR,Sector ETF,2026-09-24,41.6500,41.8400,-0.1900,-0.4541,42.5816,-2.1877,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLRE?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
2026-W39,2026-09-26T08:45:37+08:00,XLU,XLU,Utilities Select Sector SPDR,Sector ETF,2026-09-24,39.3600,39.7500,-0.3900,-0.9811,41.3857,-4.8947,USD,PCX,Yahoo Finance chart API,https://query1.finance.yahoo.com/v8/finance/chart/XLU?period1=1786492800&period2=1790553600&interval=1d&events=history&includeAdjustedClose=true,ok,
