Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
2025-09-19,119.76448059082031,120.30031827531614,119.54617550781374,119.93813442609583,12576200,119.76448059082031,119.76448059082031,119.76448059082031
2025-09-22,119.37432098388672,120.28884401517276,119.32462350883537,119.68247869848486,12283600,119.72732253301712,119.74918021407782,119.76059840567669
2025-09-23,118.25105285644531,119.73714608246382,118.05224779693181,119.64767849693392,9696400,119.58672542096267,119.69043012162165,119.74557805195299
2025-09-24,119.0860595703125,119.29480717336905,118.40513664422957,118.78287690265067,9862000,119.53904295899598,119.66672931568796,119.73901567900135
2025-09-25,117.40612030029297,118.39021824026514,116.87430500954608,118.34548823934071,11590800,119.33590746769093,119.5780779817509,119.71580278966098
2025-09-26,119.1407241821289,119.21030671185484,117.53037588627986,117.93792853640976,9749400,119.31731858335169,119.56092685235396,119.71008061446166
2025-09-29,119.66259002685547,120.07511773534989,118.91209219608241,119.7669676139868,11244600,119.3502015779711,119.56491364351088,119.7096080713014
2025-09-30,119.10592651367188,119.65761926723302,118.17152606304626,119.54827421092887,12982000,119.32693728613307,119.54691414822308,119.70360128963345
2025-10-01,119.8514633178711,120.21926103473044,118.69340522011856,118.90215281598127,11258000,119.3768921462986,119.55885725291517,119.70507255359603
2025-10-02,118.98664855957031,120.62681695295298,118.91209855329593,120.43795440908211,13191400,119.33972609041972,119.53641769631342,119.69792405614304
2025-10-03,118.22123718261719,119.72720793613239,117.56516681114311,119.52840286934294,13934400,119.23320333729568,119.48484198989397,119.68323065441642
2025-10-06,119.23515319824219,119.4041458445562,117.89320005964662,119.01149560579744,10462800,119.2333890383382,119.4750502725743,119.67877217226544
2025-10-07,117.14767456054688,118.92700801349831,117.10791202940564,118.9220405410784,14624000,119.03474956426284,119.38378063680852,119.65358712140258
2025-10-08,117.4955825805664,117.8534377627551,116.47172209194261,117.65960017106349,7910200,118.88816223248222,119.30973365421079,119.6321144394042
2025-10-09,116.90910339355469,117.08306351400333,116.0890230175588,117.04330098407429,9757600,118.69968043829864,119.21559129104782,119.60501980213208
2025-10-10,113.6933822631836,117.50552667315,113.6585872053754,116.96377642043188,17978200,118.22289013590674,118.99903407426883,119.54619753806294
2025-10-13,116.23316192626953,116.41208952879815,114.54826349576162,114.73713362729947,10860200,118.03339221117939,118.89056849983749,119.5132320095874
2025-10-14,116.47669982910156,117.1377300946015,114.23016615230217,114.7023338779138,12533600,117.88513579383864,118.79590698333804,119.4830177590353
2025-10-15,116.64568328857422,117.78883137646551,115.6864302656998,117.00850594633866,10836000,117.76709269809918,118.71158448550418,119.45478557524963
2025-10-16,115.51744842529297,117.06318174402301,114.64766296648182,116.73514655084311,13036800,117.55284086259383,118.58632424784884,119.41560809117047
2025-10-17,116.51148223876953,116.78981235612935,115.18443912526169,115.45780177049969,11769800,117.45366385080104,118.50495789455161,119.38671131651972
2025-10-20,117.43595123291016,117.58009136120931,116.87929094578197,117.04827602095622,8356400,117.45197693481143,118.46303606468332,119.3673007684241
2025-10-21,118.8723373413086,119.31966013570171,117.59499918809071,117.65960666626977,8674600,117.58724935447782,118.4790870951392,119.36237575919908
