Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
2025-07-25,106.28335571289062,106.89565045270271,106.03646072822137,106.59443827002073,7300700,106.28335571289062,106.28335571289062,106.28335571289062
2025-07-28,105.71056365966797,106.39199626788668,105.51798586186321,106.21423156724865,6326900,106.22880408877418,106.26089327943092,106.27765628947547
2025-07-29,104.80198669433594,106.17472221797654,104.74272677395923,106.00682790065241,5396000,106.0929167178753,106.20368125648602,106.26297300992185
2025-07-30,105.12788391113281,105.83400750177323,104.77729724411938,105.1575176390796,6331700,106.00100883151887,106.1614931252957,106.25167859102844
2025-07-31,106.07596588134766,107.31044081693003,105.85869708714323,107.0931720227256,11450800,106.00814759816924,106.15813911572911,106.24993020585748
2025-08-01,104.80198669433594,105.62167232407049,104.32794500450748,105.50316755259115,9181900,105.8932751311375,106.10495666783135,106.23552280773289
2025-08-04,106.816650390625,106.83639867427043,105.34515084869984,105.48341143812895,4883600,105.98121563204107,106.13286622558796,106.24130517174177
2025-08-05,105.98707580566406,107.21167278628202,105.95744961385958,106.8660213241685,5774100,105.98177374381468,106.1271489542184,106.23877552630817
2025-08-06,106.39199829101562,106.67345467717281,105.54267887566533,106.53025889029242,5141000,106.02084274831002,106.13753520272026,106.24030013093213
2025-08-07,105.93769836425781,107.09317263691382,105.31059051832413,106.9647824207092,6248300,106.01292423554314,106.12969846395703,106.23728916807966
2025-08-08,106.29322814941406,106.86602633327182,105.97720286429204,105.97720286429204,5984400,106.03961984638799,106.13611139279848,106.23784577485911
2025-08-11,106.8364028930664,106.98947658493348,106.49075140584442,106.60432099422364,4686800,106.11550394607166,106.1635738045737,106.24380156708008
2025-08-12,108.88069152832031,108.99920383701101,107.28080926686336,107.33019127914378,7128000,106.37885514438105,106.27012744079906,106.2700392781372
2025-08-13,109.73001098632812,110.02134526894444,109.11770869292268,109.22634309231134,8215500,106.6980128436141,106.40580914846687,106.30446685732319
2025-08-14,109.81888580322266,110.40156188312305,109.25596554142707,109.30534755205213,5120900,106.99523883976728,106.53965529179064,106.33943620006846
2025-08-15,110.09541320800781,110.82622024183881,109.937396803592,110.1447876834101,5535500,107.29049354150447,106.67909677870112,106.3768091056201
2025-08-18,109.42385864257812,110.00159199422318,109.19671194471509,109.99664927243333,4295800,107.49367117017816,106.78673449885316,106.40712800648535
2025-08-19,108.81156921386719,109.44361983730771,108.37703158476266,109.44361983730771,5086000,107.61918526957712,106.8661397817949,106.43105279461851
2025-08-20,108.48565673828125,108.86094194400094,107.46845058840613,108.73255172746015,8825500,107.70170636183465,106.92965025067672,106.45149661495347
2025-08-21,108.36714935302734,108.63379261967174,107.91285595341003,108.2288812305545,3794600,107.76508188480538,106.9860227644944,106.47055783622784
2025-08-22,109.92752838134766,110.30281360690373,108.9745172893698,109.00907867167035,6382900,107.97102917019036,107.10137592593962,106.5049555530947
2025-08-25,110.10528564453125,110.50525431557435,109.68062596800613,109.82876446626132,5684400,108.17429169155616,107.21917630706086,106.540779733109
2025-08-26,109.62137603759766,109.88801931271902,109.29547284106485,109.88801931271902,4680600,108.31210924832202,107.3133802180623,106.57143243265615
2025-08-27,109.80901336669922,109.90776985145781,109.25102830258979,109.35472750910024,3603900,108.45467154531033,107.41124818467551,106.60364716831828
2025-08-28,110.22379302978516,110.26823231688688,109.46335228885111,109.7398809894141,4645100,108.62315930573651,107.52154406095433,106.63966852017367
2025-08-29,110.00653076171875,110.32749123375544,109.53743178926622,109.89789636372295,4311800,108.754908968211,107.61899451980783,106.67316963700497
2025-09-02,109.81888580322266,109.81888580322266,108.3375159001146,108.58441088396594,8205300,108.85624009535496,107.70526476621626,106.7044702953753
2025-09-03,111.65579223632812,111.73480044453314,110.87560313323783,111.17188014668793,8269300,109.12286410878097,107.860187412103,106.7537371803599
2025-09-04,112.66312408447266,112.68287236850932,111.73973169471839,112.05082179441546,5497600,109.46003172551352,108.04853786984299,106.81253705005257
2025-09-05,113.26554870605469,113.65563947736514,112.41622933256548,112.84088901931008,5323600,109.8224619141365,108.25312653008659,106.87674612125657
2025-09-08,113.39392852783203,113.7790841020633,112.77669106468744,112.80138207014063,8005300,110.16260159163132,108.45472660842955,106.94159370739166
2025-09-09,114.03585815429688,114.17905393196008,113.09469156763724,113.3445476677735,5455400,110.53148316902804,108.67359451218906,107.01218340338077
2025-09-10,113.19641876220703,113.87784381728153,112.82607627382235,113.8482176237527,5378200,110.78528655885461,108.85096016905251,107.0737180835681
2025-09-11,114.93455505371094,115.20614105441481,112.92976890519425,113.41368098440653,14732600,111.18045498693617,109.08953251747049,107.1519353668531
2025-09-12,115.89250183105469,116.12951890159597,114.96418183200268,115.14193898393101,6091200,111.6292213530427,109.35631562780713,107.23890617744217
2025-09-15,117.52201843261719,117.63558802140403,116.31716964314417,116.40605575997019,7242400,112.19044012252597,109.67653926721145,107.34122570236929
2025-09-16,117.0479736328125,117.37387682817283,116.39617477672903,117.16155075323746,5802300,112.65306236160089,109.965615124686,107.43781025889112
2025-09-17,117.3541259765625,117.63064715398035,116.47518043349703,117.3541259765625,5993800,113.10078270588295,110.255360648289,107.53648006702716
2025-09-18,117.44300079345703,117.99110794351373,117.01340594477145,117.48250489391407,6022700,113.5143272856519,110.53722888927598,107.63505241256378
2025-09-19,117.92692565917969,118.06518624965852,117.21586688835312,117.7294051480406,5548000,113.9345747497974,110.8270209194683,107.73745911153509
2025-09-22,117.5156478881836,118.16971990868008,117.32735087639905,117.7832210872698,6412100,114.27562933440562,111.08932001628067,107.834754522248
2025-09-23,117.34717559814453,118.15981511510246,117.1886081017067,117.77330873276384,4127600,114.5681575499998,111.33472611753024,107.92940547822708
2025-09-24,116.3759765625,117.45123695334374,115.88541684279552,117.34718364247348,5099800,114.74033078928552,111.53242221341141,108.0134509616527
2025-09-25,115.97955322265625,116.43542341710598,115.43449448536192,115.83089809033449,3786700,114.85835197341606,111.7068195078916,108.09271566076715
2025-09-26,117.10932159423828,117.44627373577244,115.98946703046029,116.22731070859874,7462700,115.072730032542,111.91868233480716,108.18243313274199
2025-09-29,117.48591613769531,118.18458241792852,117.33726100284693,117.75348933169101,4875800,115.30255728065184,112.13700522903807,108.27500510294054
2025-09-30,117.30753326416016,117.63456549268096,116.84670309524437,117.37690465335115,5740500,115.49350737431931,112.33977103433696,108.36488100504224
2025-10-01,115.66242980957031,116.44533981007115,115.47413279804441,116.44533981007115,7218900,115.5095952252956,112.47007137846377,108.43749343095794
2025-10-02,115.4047622680664,115.66243067087628,114.80519687571287,115.6426135141591,3984800,115.4996111341309,112.5851572957031,108.50681948903863
2025-10-03,115.34530639648438,115.68721095630778,115.04799611118196,115.55342057183022,3535900,115.48491544483123,112.6933984369102,108.57486413488387
2025-10-06,115.4642333984375,115.5484695493967,114.35923595493303,115.19665262629442,4293600,115.48294572612707,112.80205863147991,108.64341507282968
2025-10-07,115.01827239990234,116.04893853047746,114.91917148677138,115.60298064093058,4242900,115.43869112362947,112.88896897533961,108.70684648901947
2025-10-08,114.5425796508789,115.07773362992755,114.36419499119603,114.93899084583138,4957900,115.3533471738437,112.95381645281174,108.76491348565489
2025-10-09,113.88849639892578,114.5029341094766,113.67046987063631,114.46329223515902,4033800,115.21383757623248,112.99047056834563,108.81589441016506
2025-10-10,111.78753662109375,114.68627796903445,111.6983405083568,113.9578745521613,8248100,114.88752319955259,112.94329668806125,108.84546298937829
2025-10-13,112.81819152832031,113.11550181329112,112.48124692887372,112.758732495692,4146000,114.69044399276856,112.93839060336553,108.88499262658169
2025-10-14,113.56146240234375,113.84886033512834,111.79744049021022,112.18393933338936,4587900,114.58292193653762,112.96282479156075,108.93152466415147
2025-10-15,114.36418914794922,114.92907261459746,113.47226589510615,114.07679123531567,4103500,114.56209024238635,113.01778025651717,108.98558102717433
2025-10-16,113.14523315429688,115.08763971426464,112.51097825965087,114.5822228069439,4682800,114.42715147209212,113.02277840937128,109.02697060057855
2025-10-17,113.9083251953125,114.19572312372011,112.87765910889317,113.00648953435258,4393700,114.37773944573215,113.05750573431015,109.07554129306347
2025-10-20,115.1966552734375,115.35522278070898,114.27500242993793,114.43356993720943,4281500,114.45573142932314,113.14139395153084,109.13644789983336
2025-10-21,115.60297393798828,115.88045950303172,114.98853621473886,115.55341970383857,6804100,114.56499262062458,113.23792650001937,109.20079144250157
2025-10-22,114.60204315185547,115.38495321315882,114.02724727481022,114.97367724394103,5438900,114.56852124264657,113.29142127067962,109.2545352406046
2025-10-23,114.21553039550781,114.98852800318886,114.20561803720281,114.97861564488386,3607200,114.53490306672859,113.3276608442023,109.30389837647428
2025-10-24,114.51284790039062,115.27593319803255,114.46329366664531,114.87952201081363,4758000,114.5328025746964,113.3741387679744,109.35572871999584
2025-10-27,116.1083984375,116.1827222278373,115.20656278986293,115.3254884153172,5252300,114.68285932353484,113.48136463736756,109.4229194634536
2025-10-28,115.53359985351562,116.18767187574022,115.51873509580014,116.13812520366007,4920400,114.76388223115207,113.56184444976552,109.48372225340447
2025-10-29,115.24620056152344,115.7100021672748,114.65653997612785,115.55837559165388,6986800,114.80981731023506,113.62789763061876,109.54106034602258
2025-10-30,113.29389190673828,114.8448472767853,112.94703493157688,113.85382302722988,8434500,114.66544346228298,113.61479936693718,109.5784019535919
2025-10-31,113.77948760986328,114.05202078094418,113.03621944923253,113.48218488215981,5249700,114.58106671443348,113.62125772940487,109.62020380091799
2025-11-03,112.5704345703125,113.85876904691371,111.87672065885927,113.85876904691371,6410400,114.3895779388029,113.58004897806792,109.64955933096172
2025-11-04,111.79743957519531,112.38214779529281,111.47535972882038,111.51004164476295,5198200,114.14270761845931,113.51014272697488,109.67093127369041
2025-11-05,112.40196228027344,112.88756957924123,111.47535707828202,111.74789024384259,6273900,113.97692234815591,113.46668467024149,109.69810571156687
2025-11-06,111.39112854003906,112.64972602573978,111.2920276260407,112.28305188785437,6265900,113.7306562711924,113.38529031219433,109.71495170986012
2025-11-07,111.10372161865234,111.15327585210464,109.84016427476337,110.84605321434643,7460400,113.48047201856954,113.29581703009465,109.72877031591776
2025-11-10,112.26321411132812,112.50105778944392,111.40598034161918,111.83707342587547,4724100,113.36454269407037,113.25532279798617,109.75398866214076
2025-11-11,113.17495727539062,113.23937626598205,112.20375782216676,112.21367018093031,3841900,113.34648693991039,113.25217120886478,109.78802815082982
2025-11-12,112.52088928222656,113.26415743689617,112.21367419778915,113.25424507777781,4563800,113.26785859155956,113.22349348625151,109.81522079890341
2025-11-13,110.92533111572266,111.96590947604781,110.77172358539869,111.75778775525153,6354300,113.04476073671795,113.13336947172097,109.82626667270262
2025-11-14,110.33071899414062,110.80640634582024,109.82529456718117,110.2910771213483,4859800,112.78628057075821,113.02346160985508,109.83128609878658
