Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
2025-09-26,238.91265869140625,239.24923543070918,236.92288020930596,237.20995681510672,28942800,238.91265869140625,238.91265869140625,238.91265869140625
2025-09-29,239.18984985351562,240.48667182885148,238.38799902023592,240.3975806485583,26391500,238.9390578497024,238.92352893305758,238.91541681242228
2025-09-30,239.52642822265625,239.69471658884075,236.99216342956151,238.68497128641422,33447700,238.99499788522184,238.94717204245362,238.921496527947
2025-10-01,240.05108642578125,240.59554254451717,238.1305961656523,238.15039923888673,28520000,239.0955777462275,238.99046280258412,238.93273622842298
2025-10-02,241.56570434570312,241.63499244621988,239.04134866790474,240.55595905351987,28687400,239.3308278985585,239.09145266702018,238.95893491615712
2025-10-03,243.3574981689453,245.5947621520336,242.56554137053507,242.882330132027,34579600,239.71432030526202,239.25874856905645,239.00270171469234
2025-10-06,244.32765197753906,245.9808537743112,243.59510435694185,245.23839706349807,31507400,240.15368522643126,239.4575290948793,239.05568629442215
2025-10-07,241.7042999267578,245.14929467797418,240.74405474957226,244.87211206036596,31766600,240.30136281693854,239.545637754953,239.082040658923
2025-10-08,244.23854064941406,244.47613221518986,241.34791123974495,242.8130214653977,25825000,240.67633213431714,239.72967316257893,239.13334911653985
2025-10-09,242.66455078125,244.76322353661786,241.55580517955747,243.83267539631095,26243100,240.8656862911679,239.84476640252683,239.1684854515121
2025-10-10,235.39837646484375,244.4068575745182,235.17069396185718,243.2783239395,70569400,240.34499011723224,239.67039816967653,239.13097192925673
2025-10-13,241.95179748535156,242.1695859964621,238.97206154030303,239.39774457759017,36298600,240.49801939038647,239.75986480950692,239.15903984523777
2025-10-14,245.40667724609375,247.0895911520116,237.94251934224013,238.8037642643294,45320800,240.96551061473954,239.98130843447112,239.22120539151496
2025-10-15,247.812255859375,250.22771746958722,244.57514033386468,247.8419529197202,45369000,241.61758159041912,240.28840441191835,239.3066884807474
2025-10-16,242.59524536132812,248.73288429009156,241.54590899320883,248.44580768394042,52740400,241.7106924257438,240.37886876287558,239.33941043975815
