Price,Close,High,Low,Open,Volume,EMA20,EMA50,EMA200
Ticker,XLE,XLE,XLE,XLE,XLE,,,
Date,,,,,,,,
2025-06-20,43.10609817504883,43.22720993204139,42.713693569087425,42.83965083125019,56744800,43.10609817504883,43.10609817504883,43.10609817504883
2025-06-23,42.01601791381836,43.676537814380254,41.83531674338528,43.64723572752184,105688200,43.0022810073126,43.06334992951038,43.09525160528534
2025-06-24,41.46902084350586,41.90368580226511,41.31273312915232,41.40552802802369,65358800,42.856256229807194,43.0008272202553,43.07907020467062
2025-06-25,41.2883186340332,41.571584545431016,41.151570601249276,41.42018174390215,43723000,42.70692883973348,42.93367002079562,43.06125178108219
2025-06-26,41.87926483154297,41.96228988504895,41.27854604053762,41.38111078440288,33565600,42.62810369609629,42.89232079768767,43.04949071690767
2025-06-27,41.659488677978516,41.85484085389509,41.4104098097498,41.85484085389509,35411800,42.53585464675174,42.84397444005201,43.03565985084868
2025-06-30,41.42018127441406,41.679026294407464,41.298084285654575,41.49832513575024,26247600,42.429600039862436,42.788139413948564,43.01958543715282
2025-07-01,41.737632751464844,41.932988671965816,41.102730667467014,41.483672663086566,40772800,42.36369839334838,42.74694307424332,43.00682968903652
2025-07-02,42.45556640625,42.52394042400207,41.625308347200836,42.08927542853339,42468800,42.37244772791044,42.73551653824358,43.00134448224263
2025-07-03,42.50440216064453,42.64115018875728,42.29928011847541,42.39695621681185,22266200,42.385014816742256,42.726453229318125,42.99639978252524
2025-07-07,42.09415817260742,42.47021525077781,41.6594931996385,42.24555724320657,35673000,42.35731418396751,42.701657344741236,42.98742225406835
2025-07-08,43.22721481323242,43.383498794867,42.03554712445372,42.04531324313537,47472400,42.44016186294512,42.722267441544815,42.98980824968192
2025-07-09,43.00743865966797,43.29070454500918,42.88046048439426,43.119769519752964,28672400,42.49418822453777,42.73345062656926,42.98998367664696
2025-07-10,43.33466339111328,43.35908055235799,42.60208148389542,42.909764543529384,28823800,42.57423347849735,42.75702759772785,42.993413325547124
2025-07-11,43.5300178527832,43.68142065524506,43.12953987168907,43.26140670847506,30171600,42.665260561762665,42.787340941063356,42.99875267407684
2025-07-14,43.05139923095703,43.44699228447368,42.821856294584116,43.44699228447368,33441600,42.70203567311451,42.79769616811801,42.99927652041396
